id,speed
179,9.882999
180,46.87124
181,48.643776
182,49.044125
183,48.35575
184,41.42207
185,19.992111
186,19.260014
187,40.521698
188,30.190325
189,48.475906
190,43.881668
191,44.202553
192,39.574486
193,40.03583
194,37.632988
195,38.657722
196,38.482803
197,45.550087
198,39.620277
199,47.99796
200,46.71225
201,26.164463
202,24.35428
203,19.305925
204,16.857624
205,19.28533
206,39.669765
207,41.592304
208,48.735607
209,48.823193
210,47.22036
211,46.954742
212,25.967087
213,12.803834
214,19.651604
215,22.016546
216,18.298347
217,23.729147
218,45.003864
219,47.88847
220,47.07507
221,45.965027
222,27.78669
223,17.912823
224,11.310725
225,25.484417
226,49.09641
227,48.72383
228,15.938409
229,23.909542
230,20.229685
231,18.590153
232,45.303165
233,48.70574
234,46.676346
235,18.602867
236,25.141325
237,20.791496
238,24.0582
239,43.086025
240,36.651325
241,40.933456
242,49.05833
243,49.45602
244,48.975685
245,48.94129
246,28.41454
247,21.71688
248,20.674833
249,18.965136
250,18.709976
251,34.600037
252,42.659126
253,31.996479
254,33.501423
255,47.192745
256,46.95303
257,45.82008
258,43.762497
259,41.19778
260,39.15615
261,35.32918
262,39.418266
263,42.489918
264,31.420664
265,41.726357
266,48.19421
267,45.49877
268,19.058073
269,22.238848
270,17.011662
271,16.36899
272,16.984896
273,15.272142
274,46.210102
275,48.03148
276,48.311455
277,47.83562
278,26.106726
279,12.212688
280,13.856251
281,22.85302
282,19.020666
283,18.093407
284,15.078116
285,13.758685
286,48.011227
287,47.889793
288,10.676599
289,13.757331
290,16.327862
291,12.700468
292,12.414413
293,27.47857
294,45.81955
295,49.267746
296,48.0366
297,33.67322
298,21.985533
299,33.04023
300,24.449541
301,19.879856
302,24.883287
303,43.20233
304,41.008453
305,49.970055
306,48.643322
307,49.441998
308,45.572132
309,30.489172
310,19.4009
311,8.874047
312,43.06528
313,35.20883
314,38.38276
315,49.160564
316,47.032043
317,39.45578
318,34.425117
319,33.69688
320,43.86259
321,45.992756
322,46.09767
323,45.75359
324,45.596653
325,43.62437
326,44.41968
327,40.438488
328,40.647556
329,37.918648
330,36.144855
331,39.687683
332,41.340527
333,36.756855
334,34.929626
335,42.919407
336,47.169975
337,46.791637
338,14.077568
339,21.55792
340,22.14182
341,24.905119
342,43.833603
343,44.286106
344,49.067352
345,48.23893
346,47.41877
347,17.452608
348,37.666096
349,49.91911
350,48.943485
351,48.075836
352,33.252098
353,17.302834
354,25.81407
355,17.53752
356,15.749964
357,22.324106
358,35.532764
359,44.116364
360,44.70641
361,49.951458
362,17.680328
363,23.621643
364,17.531313
365,13.661302
366,10.438974
367,22.86271
368,42.31205
369,49.930077
370,48.82406
371,48.506382
372,48.370716
373,15.36317
374,17.437866
375,10.231495
376,21.250408
377,30.37194
378,36.01579
379,49.25425
380,30.38949
381,14.705213
382,16.284344
383,26.33496
384,48.265778
385,48.156094
386,47.419434
387,46.253162
388,43.149673
389,40.407715
390,35.455433
391,33.929615
392,49.023613
393,49.009254
394,48.196095
395,17.824682
396,18.187044
397,26.95286
398,22.850239
399,15.609275
400,11.66172
401,34.03218
402,38.406345
403,49.542458
404,48.211422
405,45.888542
406,33.562477
407,15.510527
408,18.912436
409,18.215603
410,16.639975
411,10.972794
412,43.76774
413,38.3545
414,44.511303
415,49.551647
416,48.343773
417,48.180603
418,48.026123
419,33.52324
420,14.982563
421,10.581683
422,44.07703
423,39.155052
424,49.22925
425,49.406197
426,47.06072
427,40.22546
428,31.561443
429,43.62622
430,40.447186
431,48.096558
432,47.337112
433,44.745266
434,28.359507
435,32.468838
436,25.516953
437,25.045652
438,48.052986
439,48.112427
440,48.61705
441,41.095814
442,35.086227
443,36.289497
444,28.248528
445,34.313766
446,30.225094
447,33.065586
448,46.26786
449,46.000484
450,46.354534
451,45.955994
452,46.0421
453,45.084667
454,44.91505
455,43.452614
456,42.7967
457,44.166515
458,48.652676
459,48.790714
460,36.966232
461,27.610424
462,29.400057
463,26.757114
464,33.17538
465,38.458035
466,47.54226
467,48.580357
468,47.99442
469,46.904053
470,25.865896
471,30.399607
472,29.565054
473,25.823896
474,18.378914
475,26.47729
476,47.979992
477,45.66036
478,41.83615
479,30.52562
480,30.877863
481,27.033966
482,26.923512
483,47.51336
484,46.769123
485,46.43681
486,33.601284
487,39.32145
488,29.726856
489,16.530005
490,14.341913
491,37.229458
492,43.763866
493,47.752617
494,48.052658
495,46.6631
496,26.451473
497,33.527283
498,43.3589
499,48.37348
500,48.85232
501,48.998768
502,48.101772
503,47.4875
504,37.18726
505,37.96588
506,32.819115
507,28.670639
508,28.986353
509,46.302013
510,46.471363
511,46.23442
512,45.036026
513,45.32493
514,42.92299
515,40.01532
516,41.697823
517,43.23126
518,47.236744
519,47.541656
520,19.014194
521,25.400766
522,23.322384
523,23.257837
524,15.1016865
525,47.602474
526,48.370365
527,48.13548
528,46.84652
529,28.279625
530,20.149849
531,28.414253
532,22.656685
533,18.38469
534,14.637606
535,47.557827
536,27.079111
537,16.425274
538,17.494963
539,18.076612
540,16.49186
541,14.5887785
542,45.75509
543,44.02679
544,48.26673
545,45.606194
546,14.918533
547,21.33705
548,21.814095
549,20.27077
550,17.853943
551,40.827175
552,40.80805
553,49.196606
554,48.509052
555,44.82705
556,27.894777
557,15.237533
558,19.227129
559,21.768013
560,17.297516
561,17.881222
562,19.726034
563,19.205915
564,16.398699
565,12.458353
566,44.235584
567,36.0404
568,38.433586
569,50.13331
570,49.15973
571,35.401516
572,45.155342
573,46.61801
574,46.941837
575,47.592186
576,46.6595
577,44.538166
578,41.961304
579,43.852985
580,44.354744
581,37.621048
582,49.061134
583,48.7875
584,15.903992
585,17.85471
586,24.593952
587,23.349297
588,19.03404
589,16.924938
590,18.34458
591,16.463352
592,46.606552
593,48.778515
594,48.9413
595,47.32716
596,46.07046
597,30.73559
598,26.179977
599,20.920742
600,15.354066
601,48.278263
602,47.260666
603,45.184536
604,14.697201
605,18.366337
606,37.471016
607,40.708115
608,49.34657
609,49.759094
610,48.380146
611,47.23059
612,44.32835
613,13.440576
614,19.335918
615,15.789802
616,16.905676
617,18.502106
618,10.822535
619,21.213406
620,39.489452
621,51.001537
622,50.723625
623,49.3353
624,47.008858
625,26.44229
626,19.219439
627,17.124353
628,19.038708
629,11.893817
630,23.042694
631,50.12857
632,48.747242
633,47.92735
634,41.880474
635,28.18109
636,25.829605
637,48.57945
638,49.17974
639,47.992405
640,41.67018
641,43.38467
642,42.230003
643,39.095917
644,38.543976
645,38.823326
646,38.55869
647,48.11093
648,48.05356
649,47.960583
650,46.525208
651,16.958246
652,19.673203
653,11.273872
654,18.696232
655,48.288597
656,48.63148
657,47.75187
658,47.07925
659,47.35213
660,44.898285
661,13.719256
662,21.38085
663,16.548622
664,18.191893
665,20.302
666,19.439917
667,10.953255
668,43.526165
669,38.27339
670,43.97873
671,48.304955
672,45.57301
673,21.717588
674,16.409954
675,33.37675
676,48.383835
677,47.922344
678,47.877983
679,13.013973
680,22.895187
681,19.793112
682,22.08928
683,18.045431
684,43.190712
685,48.197155
686,47.309776
687,47.23666
688,45.343044
689,25.568417
690,14.75455
691,20.122276
692,16.163666
693,15.515791
694,48.87117
695,48.455475
696,40.387848
697,26.761456
698,26.382668
699,21.219501
700,17.047495
701,19.904076
702,40.551636
703,45.93722
704,47.795124
705,48.510624
706,47.5816
707,46.539867
708,43.201992
709,39.851013
710,41.74447
711,42.45064
712,42.750065
713,42.08388
714,38.713264
715,46.242935
716,39.264915
717,45.993557
718,47.81092
719,27.971313
720,11.093935
721,9.340722
722,7.4893103
723,42.702713
724,43.561504
725,47.50397
726,47.25687
727,24.929667
728,14.350401
729,15.689387
730,9.204627
731,43.66125
732,47.51785
733,48.69024
734,43.424244
735,10.05466
736,12.992174
737,13.399856
738,13.154182
739,6.332405
740,31.60522
741,41.781246
742,47.687214
743,48.141018
744,48.521084
745,25.74238
746,15.6343355
747,21.06698
748,21.186378
749,18.342592
750,17.58549
751,15.162298
752,40.507732
753,48.00851
754,48.36755
755,46.646767
756,46.446785
757,11.299505
758,15.492065
759,14.90028
760,18.041054
761,11.231778
762,22.020182
763,43.53533
764,34.757305
765,39.508335
766,48.984543
767,48.613464
768,41.823925
769,22.11837
770,19.161343
771,19.36113
772,31.37261
773,46.297157
774,46.555428
775,45.92341
776,45.286774
777,45.368233
778,41.025764
779,36.037067
780,48.10872
781,47.91929
782,48.116875
783,15.07452
784,16.169018
785,16.823528
786,12.654213
787,13.067329
788,10.585062
789,23.746119
790,48.51191
791,48.308765
792,46.819336
793,47.845848
794,21.64166
795,19.214264
796,13.979856
797,10.032773
798,21.967808
799,47.566486
800,27.858486
801,13.883897
802,15.2964
803,11.385564
804,14.227137
805,11.052178
806,35.796413
807,42.686466
808,48.25026
809,47.982216
810,47.75197
811,47.31647
812,29.249018
813,13.4491005
814,16.751135
815,15.404394
816,16.74496
817,41.997437
818,35.311115
819,50.102062
820,48.680737
821,29.194588
822,32.430656
823,29.203964
824,26.811274
825,27.500542
826,49.030594
827,47.94686
828,35.41789
829,34.43157
830,36.781452
831,32.375008
832,45.84763
833,37.77092
834,47.30202
835,47.73054
836,45.61865
837,43.402782
838,38.957417
839,37.571663
840,48.561108
841,48.76781
842,48.084175
843,35.022186
844,27.557
845,23.426311
846,28.088636
847,41.166786
848,48.105816
849,48.480465
850,47.771996
851,18.019817
852,29.438751
853,29.37418
854,24.064453
855,25.788017
856,24.710133
857,42.651398
858,46.66644
859,47.50257
860,46.634426
861,46.384754
862,17.717848
863,23.32048
864,24.105091
865,20.125612
866,27.297422
867,45.99568
868,42.19772
869,48.915356
870,47.41767
871,34.271286
872,30.18281
873,23.3044
874,46.036106
875,46.992405
876,48.64382
877,48.639
878,47.70652
879,18.28017
880,13.041624
881,12.091328
882,23.413113
883,46.590958
884,40.480896
885,47.41809
886,48.69493
887,48.29092
888,48.647633
889,48.24281
890,43.88422
891,27.176294
892,26.079111
893,26.644403
894,39.043297
895,47.845432
896,46.252254
897,43.295483
898,46.114025
899,44.214603
900,47.511898
901,48.035786
902,46.532906
903,29.011665
904,16.604115
905,20.372694
906,20.762833
907,19.060307
908,16.73086
909,12.879772
910,32.853043
911,43.8746
912,46.743477
913,46.551704
914,46.28305
915,22.60534
916,21.72571
917,18.46588
918,21.869987
919,15.495283
920,48.234615
921,48.620934
922,47.83397
923,12.44474
924,21.498749
925,17.873236
926,14.543661
927,18.478207
928,11.772388
929,9.341325
930,19.843204
931,37.053844
932,46.63278
933,47.921158
934,13.537453
935,17.890053
936,19.159294
937,14.225208
938,10.919052
939,19.96756
940,45.414265
941,48.407875
942,48.921318
943,47.532734
944,47.465153
945,29.54402
946,14.372168
947,27.828497
948,23.294134
949,17.371925
950,42.657635
951,47.43506
952,48.60263
953,46.147297
954,39.71894
955,23.991533
956,23.726452
957,14.853289
958,41.402756
959,37.970364
960,45.887875
961,47.95029
962,48.058002
963,45.76394
964,44.192036
965,43.38535
966,45.648094
967,43.88929
968,44.340324
969,43.853737
970,40.665085
971,39.832
972,46.179657
973,14.955246
974,19.240957
975,27.722942
976,15.899709
977,14.925983
978,20.041498
979,14.805467
980,12.595765
981,24.549164
982,44.426033
983,48.828056
984,49.32903
985,47.245388
986,26.485556
987,15.316454
988,14.314332
989,9.958756
990,35.764328
991,45.777584
992,49.82747
993,48.227306
994,47.582546
995,47.427948
996,29.62142
997,14.780687
998,15.657151
999,23.890781
1000,18.727371
1001,15.009625
1002,16.183153
1003,8.6947975
1004,20.870787
1005,45.644054
1006,48.652702
1007,47.029404
1008,45.398205
1009,30.424294
1010,16.85771
1011,19.567467
1012,13.144043
1013,11.98488
1014,44.633606
1015,48.803276
1016,47.186558
1017,30.991251
1018,18.193296
1019,25.944157
1020,14.639282
1021,16.663324
1022,8.577883
1023,38.721706
1024,45.29551
1025,37.60439
1026,48.757637
1027,28.203558
1028,21.956999
1029,19.308645
1030,19.84792
1031,18.915516
1032,20.20584
1033,42.54719
1034,40.141148
1035,45.522312
1036,48.33995
1037,48.304142
1038,42.672012
1039,40.426403
1040,41.884167
1041,39.849415
1042,36.945843
1043,37.729023
1044,46.198555
1045,39.33465
1046,38.422325
1047,47.90011
1048,46.984272
1049,47.84837
1050,26.601357
1051,19.580614
1052,15.716151
1053,7.6235237
1054,44.676025
1055,48.79131
1056,48.37273
1057,46.649643
1058,44.872307
1059,13.778811
1060,22.003174
1061,17.931732
1062,10.103602
1063,40.809162
1064,47.280178
1065,42.23935
1066,48.946754
1067,47.69726
1068,48.505768
1069,47.146343
1070,47.043507
1071,44.886215
1072,14.281258
1073,16.348309
1074,13.774418
1075,22.136412
1076,39.066082
1077,49.203743
1078,45.246876
1079,12.579543
1080,14.759335
1081,15.384024
1082,15.180214
1083,10.857461
1084,44.94041
1085,39.643284
1086,44.630455
1087,46.73735
1088,18.189909
1089,9.706769
1090,35.94432
1091,38.408092
1092,49.23304
1093,48.087555
1094,47.35832
1095,40.663364
1096,26.271597
1097,20.183634
1098,14.228302
1099,15.24057
1100,18.042501
1101,30.839483
1102,41.323257
1103,37.170265
1104,30.797369
1105,31.950434
1106,47.720684
1107,47.384132
1108,44.13409
1109,43.595272
1110,43.527027
1111,41.81421
1112,38.49481
1113,44.01069
1114,44.859417
1115,48.38739
1116,48.045013
1117,47.684765
1118,26.982178
1119,24.91411
1120,39.449566
1121,40.11038
1122,42.661064
1123,49.053497
1124,45.822876
1125,30.178303
1126,29.35435
1127,30.152285
1128,34.0494
1129,38.28876
1130,44.74877
1131,47.806183
1132,46.833275
1133,45.270966
1134,31.528917
1135,17.03444
1136,21.84904
1137,19.43392
1138,22.13155
1139,15.171748
1140,46.491287
1141,42.17659
1142,47.402843
1143,49.351658
1144,47.048862
1145,30.001188
1146,21.569323
1147,20.444998
1148,45.710712
1149,44.416878
1150,14.073734
1151,22.393255
1152,26.034044
1153,20.53258
1154,20.743578
1155,12.580496
1156,11.258936
1157,22.464075
1158,37.530823
1159,36.03273
1160,46.050407
1161,46.66969
1162,47.724655
1163,47.2967
1164,27.479988
1165,20.995834
1166,24.391563
1167,21.79011
1168,44.113113
1169,46.858105
1170,46.308002
1171,41.974854
1172,38.19681
1173,37.814945
1174,46.01082
1175,47.79014
1176,47.71287
1177,26.572174
1178,15.541054
1179,19.568039
1180,19.116085
1181,19.756186
1182,12.786762
1183,45.82595
1184,43.04826
1185,46.22458
1186,45.841076
1187,45.612038
1188,23.661242
1189,15.73507
1190,14.4833145
1191,17.858204
1192,38.129337
1193,45.822227
1194,47.547695
1195,46.92048
1196,45.808353
1197,43.83478
1198,24.180328
1199,41.64269
1200,48.35752
1201,47.55298
1202,43.101875
1203,11.779397
1204,19.75223
1205,15.527827
1206,16.97627
1207,7.253307
1208,19.594107
1209,33.324844
1210,46.746742
1211,45.076138
1212,23.564976
1213,20.92547
1214,21.457556
1215,19.51745
1216,46.092224
1217,47.53737
1218,47.360104
1219,41.69565
1220,26.729969
1221,24.363312
1222,18.99425
1223,21.939438
1224,20.407724
1225,17.795698
1226,16.304054
1227,38.351807
1228,35.575138
1229,37.31756
1230,47.61543
1231,48.514156
1232,43.404446
1233,40.575836
1234,39.62655
1235,47.29824
1236,13.918927
1237,21.436407
1238,18.132753
1239,12.218852
1240,24.137327
1241,45.930477
1242,41.18349
1243,42.22383
1244,49.40109
1245,47.99077
1246,18.970966
1247,27.643196
1248,27.229609
1249,11.932348
1250,45.669983
1251,49.697315
1252,47.857647
1253,48.177322
1254,26.379957
1255,14.691288
1256,15.677598
1257,41.49567
1258,47.767426
1259,47.4873
1260,47.427708
1261,45.488026
1262,28.201115
1263,22.09095
1264,16.059841
1265,17.863253
1266,15.377083
1267,15.363173
1268,21.642712
1269,48.306206
1270,48.124165
1271,48.781326
1272,45.211586
1273,13.331987
1274,15.8110695
1275,18.102072
1276,18.05677
1277,14.439997
1278,20.216738
1279,38.19881
1280,45.48253
1281,37.08506
1282,46.57544
1283,47.208187
1284,47.029476
1285,23.499561
1286,23.671682
1287,23.336985
1288,21.725105
1289,20.303856
1290,36.522896
1291,48.33091
1292,47.625618
1293,43.60809
1294,44.306164
1295,44.956963
1296,43.9762
1297,39.350506
1298,46.37522
1299,47.175827
1300,46.95432
1301,44.922752
1302,22.10771
1303,15.175377
1304,24.403137
1305,48.055912
1306,47.370743
1307,48.82186
1308,48.702835
1309,30.533966
1310,22.537428
1311,31.568436
1312,24.31448
1313,25.398397
1314,15.022479
1315,26.586458
1316,40.97174
1317,40.047043
1318,42.068245
1319,47.513527
1320,47.431015
1321,44.93855
1322,17.634212
1323,18.203518
1324,21.134932
1325,25.90468
1326,48.33612
1327,20.144875
1328,20.47939
1329,18.684177
1330,19.218567
1331,11.297585
1332,23.817484
1333,39.14381
1334,39.322857
1335,48.474247
1336,46.398117
1337,45.356293
1338,17.865349
1339,21.892864
1340,20.598352
1341,19.784527
1342,49.795906
1343,48.925125
1344,44.098255
1345,29.369804
1346,24.877083
1347,18.82383
1348,18.100176
1349,41.452
1350,39.693222
1351,38.627037
1352,40.26987
1353,37.955067
1354,40.966312
1355,37.787056
1356,43.62693
1357,37.718113
1358,47.27864
1359,27.766108
1360,29.987553
1361,26.713251
1362,19.482815
1363,14.781946
1364,16.125809
1365,12.706282
1366,12.255364
1367,41.543533
1368,47.751133
1369,26.839745
1370,29.060692
1371,16.77021
1372,8.534895
1373,37.00614
1374,47.208447
1375,47.684887
1376,48.17129
1377,26.198074
1378,17.652712
1379,41.873936
1380,43.010323
1381,47.1459
1382,18.6502
1383,8.313551
1384,38.0533
1385,43.47044
1386,41.321575
1387,48.10044
1388,48.30844
1389,45.596916
1390,12.983967
1391,15.90587
1392,20.9595
1393,17.05136
1394,16.485743
1395,10.681243
1396,41.949104
1397,48.401352
1398,48.33766
1399,48.214497
1400,24.654158
1401,26.78898
1402,46.63155
1403,45.6153
1404,45.47439
1405,43.418602
1406,43.16491
1407,43.623547
1408,46.053944
1409,45.91945
1410,44.051136
1411,45.699913
1412,46.39996
1413,46.49233
1414,11.202366
1415,27.339968
1416,39.729733
1417,45.739258
1418,45.15331
1419,45.575123
1420,15.791644
1421,20.592001
1422,18.196278
1423,15.949189
1424,15.07335
1425,11.774403
1426,10.398064
1427,25.583588
1428,41.356125
1429,46.21758
1430,46.227238
1431,45.037247
1432,44.471905
1433,42.680706
1434,18.72852
1435,15.246136
1436,16.948088
1437,18.738745
1438,12.819115
1439,23.095427
1440,36.89843
1441,42.94638
1442,47.21623
1443,46.09136
1444,43.3185
1445,22.63054
1446,16.557407
1447,43.347713
1448,45.54863
1449,43.67368
1450,23.051655
1451,12.775341
1452,14.097733
1453,15.249589
1454,11.402633
1455,37.50797
1456,37.18699
1457,47.476044
1458,47.638855
1459,46.5932
1460,20.830448
1461,15.956412
1462,22.639908
1463,36.43279
1464,45.1436
1465,46.87883
1466,46.649864
1467,45.233616
1468,42.73323
1469,42.20567
1470,44.423714
1471,41.805534
1472,46.832256
1473,46.601955
1474,11.850801
1475,16.419611
1476,15.77721
1477,10.577555
1478,40.415928
1479,39.739956
1480,47.41262
1481,47.283955
1482,47.13437
1483,24.75879
1484,24.434164
1485,24.506277
1486,21.020018
1487,17.549744
1488,10.420099
1489,9.632645
1490,25.359257
1491,39.592278
1492,46.006706
1493,46.048683
1494,44.665203
1495,41.407116
1496,19.309336
1497,16.226662
1498,16.459805
1499,9.120232
1500,21.374325
1501,37.207268
1502,44.366726
1503,47.924423
1504,46.897106
1505,44.495316
1506,14.75034
1507,21.395082
1508,23.59536
1509,16.256104
1510,14.975382
1511,11.01886
1512,11.303778
1513,36.703617
1514,44.932774
1515,37.57452
1516,44.01073
1517,20.595877
1518,7.893905
1519,35.370186
1520,36.80405
1521,47.021652
1522,46.447197
1523,25.071146
1524,21.770403
1525,19.452509
1526,18.306828
1527,19.992163
1528,39.407463
1529,32.28695
1530,45.519176
1531,46.881577
1532,39.372883
1533,39.94073
1534,44.78738
1535,43.439514
1536,33.679825
1537,48.265057
1538,47.732006
1539,47.61269
1540,47.411125
1541,45.001945
1542,32.24977
1543,30.131607
1544,31.090832
1545,29.401718
1546,30.603077
1547,40.146053
1548,48.052742
1549,48.527504
1550,46.697445
1551,45.80573
1552,24.980774
1553,20.511047
1554,20.59536
1555,17.466818
1556,10.118993
1557,24.810398
1558,37.59112
1559,48.43442
1560,48.793987
1561,48.243355
1562,47.82886
1563,12.624196
1564,15.816426
1565,11.775668
1566,11.307253
1567,25.544176
1568,46.23299
1569,47.817875
1570,19.753891
1571,21.321201
1572,15.864797
1573,15.0483465
1574,13.503352
1575,24.897436
1576,44.491817
1577,41.88347
1578,47.977905
1579,47.83387
1580,45.890587
1581,43.566242
1582,22.444248
1583,14.403642
1584,13.136615
1585,13.367043
1586,38.302692
1587,44.57261
1588,32.966938
1589,35.90671
1590,46.02536
1591,47.41984
1592,46.705357
1593,40.650032
1594,26.407015
1595,17.58124
1596,12.277869
1597,35.275703
1598,43.635868
1599,34.73452
1600,44.846436
1601,44.916286
1602,43.408237
1603,43.38708
1604,37.90395
1605,37.416466
1606,41.274166
1607,40.179527
1608,34.3545
1609,46.931217
1610,46.538185
1611,45.44726
1612,44.663227
1613,18.965769
1614,18.666721
1615,19.48128
1616,18.296396
1617,37.409737
1618,41.72994
1619,47.52996
1620,47.593903
1621,46.132748
1622,46.529526
1623,45.679363
1624,43.86568
1625,24.540133
1626,17.901861
1627,28.931671
1628,26.092659
1629,16.755808
1630,11.75972
1631,47.75387
1632,47.620773
1633,46.434177
1634,46.79961
1635,45.78806
1636,43.44789
1637,11.515265
1638,20.824532
1639,21.775618
1640,15.703616
1641,10.90862
1642,24.886065
1643,37.363518
1644,42.964046
1645,47.071507
1646,47.474854
1647,46.295853
1648,19.231491
1649,15.253215
1650,18.700851
1651,17.5871
1652,10.293917
1653,24.397552
1654,39.044785
1655,38.833584
1656,46.57004
1657,44.68924
1658,11.238098
1659,18.296124
1660,18.338474
1661,14.719621
1662,21.747002
1663,20.79527
1664,18.140034
1665,36.86237
1666,46.08299
1667,38.96816
1668,23.274944
1669,17.173994
1670,18.908854
1671,16.71266
1672,37.91692
1673,34.139484
1674,31.326416
1675,45.341526
1676,47.495953
1677,47.095524
1678,34.93629
1679,45.13223
1680,45.151463
1681,47.561485
1682,48.4748
1683,47.763985
1684,36.570015
1685,30.50185
1686,34.470615
1687,31.064924
1688,32.640297
1689,28.249815
1690,23.797705
1691,27.448135
1692,44.351204
1693,41.07462
1694,47.399143
1695,47.210228
1696,45.40537
1697,11.057334
1698,21.640528
1699,18.934664
1700,44.8306
1701,45.593727
1702,24.980803
1703,10.937258
1704,13.47496
1705,20.73608
1706,16.70053
1707,11.765094
1708,24.892042
1709,40.68768
1710,43.69552
1711,49.532455
1712,48.332123
1713,45.191017
1714,22.018211
1715,21.802584
1716,16.736773
1717,14.105972
1718,45.385418
1719,42.582413
1720,46.81483
1721,46.669636
1722,43.5943
1723,23.558752
1724,12.259753
1725,16.91029
1726,40.45873
1727,45.38856
1728,48.374126
1729,39.025272
1730,15.106667
1731,10.975273
1732,45.378887
1733,48.313274
1734,48.522064
1735,47.58002
1736,42.37351
1737,40.086475
1738,39.984623
1739,42.395466
1740,45.920406
1741,46.47156
1742,39.21221
1743,43.916336
1744,33.246834
1745,44.02121
1746,9.331421
1747,13.739204
1748,24.100456
1749,40.095608
1750,38.850956
1751,47.25533
1752,48.69297
1753,15.200321
1754,19.731783
1755,19.155949
1756,20.494528
1757,43.267246
1758,47.450256
1759,47.563293
1760,47.810852
1761,47.557484
1762,44.39889
1763,13.589144
1764,16.8148
1765,22.214085
1766,23.561016
1767,49.112553
1768,47.89291
1769,48.003376
1770,22.815298
1771,21.081167
1772,19.410744
1773,47.23481
1774,45.576805
1775,46.075092
1776,45.370018
1777,44.34329
1778,7.414025
1779,15.379352
1780,18.069292
1781,16.469017
1782,21.478539
1783,38.04551
1784,42.51651
1785,43.95612
1786,39.50887
1787,30.133434
1788,23.105772
1789,21.951967
1790,21.900492
1791,32.933277
1792,28.471409
1793,20.999565
1794,40.950638
1795,35.8943
1796,36.13568
1797,45.489647
1798,45.946068
1799,46.258335
1800,44.16746
1801,41.98535
1802,43.778824
1803,39.33451
1804,43.276436
1805,42.64185
1806,37.50318
1807,44.017197
1808,44.356487
1809,45.99779
1810,45.777184
1811,44.84919
1812,44.26404
1813,40.888084
1814,15.858057
1815,21.957762
1816,22.722666
1817,17.414415
1818,25.156353
1819,39.679665
1820,41.43119
1821,47.262604
1822,46.577236
1823,15.927651
1824,18.260098
1825,23.24976
1826,17.780483
1827,26.918453
1828,25.19556
1829,44.056393
1830,37.685593
1831,48.391567
1832,45.85985
1833,44.535854
1834,34.64015
1835,14.98362
1836,16.744123
1837,17.113213
1838,20.426737
1839,19.82338
1840,23.644932
1841,36.430515
1842,37.6191
1843,45.582066
1844,20.85526
1845,15.493254
1846,18.91175
1847,10.086747
1848,37.307594
1849,47.646988
1850,46.612553
1851,44.419346
1852,15.9543495
1853,23.04155
1854,20.961498
1855,23.469305
1856,21.644903
1857,39.252575
1858,33.700924
1859,48.604378
1860,48.0248
1861,27.47647
1862,28.965824
1863,25.581306
1864,23.649647
1865,47.524895
1866,47.85244
1867,46.12581
1868,43.19584
1869,43.662987
1870,39.941654
1871,38.80064
